Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
4.526,623.66907,996.07549,846.325,0,0.29316089,1.7217908,0.078710236,0.086768106,0.67861102,0.90713328,6.2684382,0.00080269747
4.528,622.82617,995.02059,845.4829,0,0.29300367,1.7216174,0.078613458,0.08670839,0.67794276,0.90664188,6.2687591,0.00080210395
4.53,621.98426,993.96724,844.6418,0,0.29284663,1.7214441,0.07851689,0.086648773,0.67727527,0.90615121,6.2690797,0.00080151143
4.532,621.14333,992.91545,843.80168,0,0.29268979,1.7212709,0.078420533,0.086589252,0.67660856,0.90566128,6.2694,0.0008009199
4.534,620.30338,991.86522,842.96254,0,0.29253314,1.7210978,0.078324385,0.086529829,0.6759426,0.90517207,6.2697202,0.00080032936
4.536,619.46442,990.81654,842.12439,0,0.29237669,1.7209249,0.078228446,0.086470503,0.67527742,0.9046836,6.2700401,0.00079973981
4.538,618.62643,989.76941,841.28721,0,0.29222042,1.7207521,0.078132716,0.086411274,0.674613,0.90419585,6.2703597,0.00079915124
4.54,617.78941,988.72382,840.45102,0,0.29206435,1.7205794,0.078037193,0.086352142,0.67394935,0.90370883,6.2706792,0.00079856365
4.542,616.95338,987.67978,839.6158,0,0.29190846,1.7204068,0.077941877,0.086293105,0.67328646,0.90322253,6.2709983,0.00079797705
4.544,616.11832,986.63728,838.78156,0,0.29175277,1.7202343,0.077846767,0.086234165,0.67262433,0.90273695,6.2713173,0.00079739142
4.546,615.28423,985.59631,837.9483,0,0.29159726,1.720062,0.077751863,0.08617532,0.67196296,0.90225209,6.271636,0.00079680677
4.548,614.45111,984.55687,837.11602,0,0.29144195,1.7198897,0.077657164,0.086116571,0.67130236,0.90176796,6.2719545,0.00079622308
4.55,613.61897,983.51897,836.2847,0,0.29128683,1.7197176,0.077562669,0.086057917,0.67064252,0.90128453,6.2722728,0.00079564037
4.552,612.78779,982.48259,835.45436,0,0.29113189,1.7195456,0.077468378,0.085999358,0.66998343,0.90080182,6.2725908,0.00079505863
4.554,611.95759,981.44773,834.62499,0,0.29097714,1.7193737,0.07737429,0.085940894,0.6693251,0.90031983,6.2729086,0.00079447785
4.556,611.12835,980.41439,833.79659,0,0.29082258,1.719202,0.077280405,0.085882524,0.66866753,0.89983854,6.2732261,0.00079389803
4.558,610.30008,979.38256,832.96916,0,0.29066821,1.7190303,0.077186721,0.085824249,0.66801072,0.89935796,6.2735435,0.00079331917
4.56,609.47277,978.35225,832.14269,0,0.29051402,1.7188588,0.077093239,0.085766067,0.66735466,0.89887809,6.2738606,0.00079274127
4.562,608.64643,977.32345,831.31719,0,0.29036002,1.7186874,0.076999957,0.085707979,0.66669935,0.89839893,6.2741774,0.00079216432
4.564,607.82105,976.29615,830.49266,0,0.29020621,1.7185161,0.076906875,0.085649985,0.6660448,0.89792047,6.2744941,0.00079158832
4.566,606.99663,975.27036,829.66909,0,0.29005258,1.7183449,0.076813992,0.085592084,0.665391,0.89744271,6.2748105,0.00079101328
4.568,606.17317,974.24607,828.84648,0,0.28989913,1.7181738,0.076721308,0.085534277,0.66473796,0.89696565,6.2751266,0.00079043918
4.57,605.35067,973.22327,828.02484,0,0.28974588,1.7180029,0.076628822,0.085476561,0.66408566,0.8964893,6.2754426,0.00078986602
4.572,604.52912,972.20197,827.20415,0,0.2895928,1.717832,0.076536534,0.085418939,0.66343411,0.89601363,6.2757583,0.00078929381
4.574,603.70854,971.18215,826.38442,0,0.28943992,1.7176613,0.076444442,0.085361409,0.66278332,0.89553867,6.2760738,0.00078872253
4.576,602.88891,970.16383,825.56565,0,0.28928721,1.7174907,0.076352547,0.085303971,0.66213326,0.89506439,6.2763891,0.00078815219
4.578,602.07023,969.14698,824.74784,0,0.28913469,1.7173202,0.076260847,0.085246624,0.66148396,0.89459081,6.2767041,0.00078758279
4.58,601.25251,968.13162,823.93098,0,0.28898235,1.7171498,0.076169342,0.08518937,0.6608354,0.89411792,6.2770189,0.00078701432
4.582,600.43573,967.11774,823.11508,0,0.28883019,1.7169796,0.076078031,0.085132206,0.66018759,0.89364572,6.2773335,0.00078644677
4.584,599.61991,966.10533,822.30012,0,0.28867822,1.7168094,0.075986915,0.085075134,0.65954052,0.8931742,6.2776478,0.00078588016
4.586,598.80504,965.09439,821.48612,0,0.28852643,1.7166394,0.075895991,0.085018152,0.6588942,0.89270337,6.277962,0.00078531447
4.588,597.99112,964.08491,820.67307,0,0.28837482,1.7164694,0.07580526,0.084961262,0.65824861,0.89223322,6.2782759,0.0007847497
4.59,597.17814,963.07691,819.86097,0,0.28822339,1.7162996,0.075714721,0.084904461,0.65760377,0.89176375,6.2785895,0.00078418585
4.592,596.36611,962.07036,819.04982,0,0.28807214,1.7161299,0.075624373,0.084847751,0.65695967,0.89129496,6.278903,0.00078362291
4.594,595.55502,961.06528,818.23961,0,0.28792107,1.7159604,0.075534216,0.084791131,0.65631631,0.89082685,6.2792162,0.0007830609
4.596,594.74487,960.06165,817.43035,0,0.28777018,1.7157909,0.075444249,0.0847346,0.65567369,0.89035942,6.2795292,0.00078249979
4.598,593.93567,959.05947,816.62203,0,0.28761947,1.7156215,0.075354472,0.084678159,0.6550318,0.88989266,6.279842,0.0007819396
4.6,593.12741,958.05874,815.81466,0,0.28746894,1.7154523,0.075264884,0.084621807,0.65439065,0.88942657,6.2801545,0.00078138031
4.602,592.32009,957.05946,815.00822,0,0.28731859,1.7152832,0.075175484,0.084565544,0.65375024,0.88896116,6.2804669,0.00078082193
4.604,591.5137,956.06162,814.20273,0,0.28716842,1.7151141,0.075086272,0.08450937,0.65311056,0.88849642,6.280779,0.00078026445
4.606,590.70826,955.06522,813.39818,0,0.28701843,1.7149452,0.074997247,0.084453284,0.65247162,0.88803234,6.2810909,0.00077970787
4.608,589.90375,954.07026,812.59457,0,0.28686861,1.7147764,0.074908409,0.084397287,0.6518334,0.88756893,6.2814025,0.00077915218
4.61,589.10017,953.07674,811.79189,0,0.28671897,1.7146078,0.074819757,0.084341377,0.65119593,0.88710618,6.281714,0.0007785974
4.612,588.29753,952.08464,810.99015,0,0.28656951,1.7144392,0.074731291,0.084285556,0.65055918,0.8866441,6.2820252,0.00077804351
4.614,587.49582,951.09398,810.18934,0,0.28642022,1.7142707,0.074643009,0.084229822,0.64992316,0.88618268,6.2823362,0.00077749051
4.616,586.69505,950.10474,809.38947,0,0.28627111,1.7141024,0.074554912,0.084174175,0.64928787,0.88572192,6.2826469,0.00077693839
4.618,585.8952,949.11692,808.59052,0,0.28612218,1.7139341,0.074466999,0.084118616,0.64865331,0.88526182,6.2829575,0.00077638717
4.62,585.09628,948.13052,807.79251,0,0.28597342,1.713766,0.074379269,0.084063144,0.64801948,0.88480237,6.2832678,0.00077583682
4.622,584.29829,947.14553,806.99543,0,0.28582483,1.713598,0.074291721,0.084007758,0.64738638,0.88434358,6.2835779,0.00077528736
4.624,583.50122,946.16196,806.19928,0,0.28567643,1.7134301,0.074204356,0.083952459,0.646754,0.88388544,6.2838878,0.00077473878
4.626,582.70509,945.1798,805.40406,0,0.28552819,1.7132623,0.074117172,0.083897246,0.64612234,0.88342795,6.2841975,0.00077419108
4.628,581.90987,944.19905,804.60976,0,0.28538013,1.7130946,0.074030169,0.083842119,0.64549141,0.88297112,6.284507,0.00077364425
4.63,581.11558,943.21971,803.81639,0,0.28523224,1.712927,0.073943347,0.083787077,0.64486121,0.88251493,6.2848162,0.00077309829
4.632,580.32221,942.24176,803.02394,0,0.28508453,1.7127596,0.073856704,0.083732122,0.64423172,0.88205939,6.2851252,0.0007725532
4.634,579.52976,941.26521,802.23241,0,0.28493699,1.7125922,0.073770241,0.083677252,0.64360296,0.88160449,6.285434,0.00077200898
4.636,578.73823,940.29006,801.44181,0,0.28478962,1.712425,0.073683956,0.083622466,0.64297491,0.88115024,6.2857426,0.00077146563
4.638,577.94762,939.31631,800.65212,0,0.28464243,1.7122578,0.07359785,0.083567766,0.64234759,0.88069663,6.286051,0.00077092314
4.64,577.15793,938.34394,799.86336,0,0.2844954,1.7120908,0.073511921,0.083513151,0.64172099,0.88024366,6.2863591,0.00077038151
4.642,576.36915,937.37296,799.07551,0,0.28434855,1.7119239,0.073426169,0.083458619,0.6410951,0.87979132,6.2866671,0.00076984074
4.644,575.58129,936.40336,798.28858,0,0.28420187,1.7117571,0.073340594,0.083404173,0.64046993,0.87933963,6.2869748,0.00076930083
4.646,574.79434,935.43515,797.50257,0,0.28405536,1.7115904,0.073255195,0.08334981,0.63984547,0.87888857,6.2872823,0.00076876177
4.648,574.00831,934.46831,796.71747,0,0.28390902,1.7114238,0.073169972,0.083295531,0.63922174,0.87843815,6.2875896,0.00076822356
4.65,573.22318,933.50285,795.93328,0,0.28376285,1.7112573,0.073084923,0.083241335,0.63859871,0.87798835,6.2878967,0.0007676862
4.652,572.43897,932.53876,795.15001,0,0.28361685,1.7110909,0.073000049,0.083187223,0.6379764,0.87753919,6.2882035,0.00076714969
4.654,571.65567,931.57605,794.36764,0,0.28347102,1.7109247,0.072915349,0.083133195,0.6373548,0.87709066,6.2885102,0.00076661403
4.656,570.87327,930.6147,793.58619,0,0.28332536,1.7107585,0.072830822,0.083079249,0.63673391,0.87664276,6.2888166,0.00076607921
4.658,570.09178,929.65471,792.80565,0,0.28317986,1.7105925,0.072746467,0.083025385,0.63611373,0.87619548,6.2891228,0.00076554523
4.66,569.3112,928.69609,792.02601,0,0.28303454,1.7104265,0.072662285,0.082971605,0.63549427,0.87574883,6.2894288,0.00076501209
4.662,568.53152,927.73882,791.24728,0,0.28288938,1.7102607,0.072578275,0.082917906,0.63487551,0.8753028,6.2897346,0.00076447978
4.664,567.75274,926.78291,790.46945,0,0.28274439,1.710095,0.072494436,0.08286429,0.63425746,0.87485739,6.2900402,0.00076394831
4.666,566.97487,925.82836,789.69253,0,0.28259957,1.7099293,0.072410768,0.082810756,0.63364012,0.8744126,6.2903456,0.00076341767
4.668,566.19789,924.87515,788.91651,0,0.28245492,1.7097638,0.07232727,0.082757303,0.63302348,0.87396843,6.2906507,0.00076288787
4.67,565.42182,923.9233,788.1414,0,0.28231043,1.7095984,0.072243942,0.082703932,0.63240755,0.87352488,6.2909557,0.00076235889
4.672,564.64665,922.97278,787.36718,0,0.28216611,1.7094331,0.072160782,0.082650642,0.63179232,0.87308194,6.2912604,0.00076183073
4.674,563.87237,922.02361,786.59387,0,0.28202195,1.7092679,0.072077792,0.082597433,0.6311778,0.87263962,6.2915649,0.0007613034
4.676,563.09899,921.07578,785.82145,0,0.28187796,1.7091028,0.071994969,0.082544304,0.63056398,0.8721979,6.2918692,0.00076077689
4.678,562.32651,920.12929,785.04993,0,0.28173414,1.7089378,0.071912314,0.082491257,0.62995086,0.8717568,6.2921733,0.0007602512
4.68,561.55492,919.18413,784.2793,0,0.28159048,1.708773,0.071829827,0.08243829,0.62933844,0.87131631,6.2924772,0.00075972633
4.682,560.78422,918.2403,783.50958,0,0.28144698,1.7086082,0.071747505,0.082385403,0.62872672,0.87087643,6.2927809,0.00075920227
4.684,560.01442,917.2978,782.74074,0,0.28130365,1.7084435,0.07166535,0.082332596,0.62811571,0.87043715,6.2930844,0.00075867903
4.686,559.24551,916.35663,781.9728,0,0.28116049,1.708279,0.071583361,0.082279869,0.62750539,0.86999848,6.2933876,0.0007581566
4.688,558.47748,915.41678,781.20575,0,0.28101748,1.7081145,0.071501536,0.082227221,0.62689576,0.86956041,6.2936907,0.00075763497
4.69,557.71035,914.47825,780.43959,0,0.28087464,1.7079502,0.071419876,0.082174653,0.62628684,0.86912295,6.2939935,0.00075711415
4.692,556.9441,913.54103,779.67431,0,0.28073197,1.7077859,0.071338381,0.082122164,0.62567861,0.86868608,6.2942962,0.00075659414
4.694,556.17874,912.60514,778.90993,0,0.28058945,1.7076218,0.071257048,0.082069754,0.62507107,0.86824981,6.2945986,0.00075607493
4.696,555.41426,911.67055,778.14643,0,0.2804471,1.7074577,0.071175879,0.082017422,0.62446423,0.86781414,6.2949008,0.00075555652
4.698,554.65067,910.73728,777.38382,0,0.28030491,1.7072938,0.071094872,0.081965169,0.62385808,0.86737907,6.2952028,0.00075503891
4.7,553.88796,909.80531,776.6221,0,0.28016288,1.70713,0.071014028,0.081912995,0.62325263,0.86694459,6.2955047,0.00075452209
4.702,553.12614,908.87465,775.86126,0,0.28002102,1.7069663,0.070933345,0.081860899,0.62264787,0.86651071,6.2958063,0.00075400607
4.704,552.36519,907.94529,775.1013,0,0.27987931,1.7068027,0.070852823,0.08180888,0.62204379,0.86607741,6.2961077,0.00075349084
4.706,551.60513,907.01723,774.34222,0,0.27973777,1.7066391,0.070772462,0.08175694,0.62144041,0.86564471,6.2964088,0.0007529764
4.708,550.84594,906.09046,773.58402,0,0.27959638,1.7064757,0.070692261,0.081705077,0.62083772,0.86521259,6.2967098,0.00075246275
4.71,550.08763,905.16499,772.8267,0,0.27945516,1.7063124,0.07061222,0.081653291,0.62023571,0.86478106,6.2970106,0.00075194988
4.712,549.33019,904.24081,772.07026,0,0.27931409,1.7061492,0.070532337,0.081601582,0.61963439,0.86435012,6.2973112,0.0007514378
4.714,548.57364,903.31792,771.3147,0,0.27917319,1.7059861,0.070452614,0.081549951,0.61903376,0.86391976,6.2976116,0.0007509265
4.716,547.81795,902.39632,770.56001,0,0.27903244,1.7058231,0.070373049,0.081498396,0.61843381,0.86348998,6.2979117,0.00075041598
4.718,547.06314,901.476,769.80619,0,0.27889185,1.7056602,0.070293641,0.081446918,0.61783455,0.86306079,6.2982117,0.00074990624
4.72,546.3092,900.55696,769.05325,0,0.27875142,1.7054974,0.070214391,0.081395516,0.61723597,0.86263218,6.2985114,0.00074939727
4.722,545.55613,899.6392,768.30119,0,0.27861115,1.7053347,0.070135297,0.08134419,0.61663807,0.86220414,6.298811,0.00074888908
4.724,544.80394,898.72271,767.54999,0,0.27847104,1.7051722,0.07005636,0.08129294,0.61604086,0.86177668,6.2991103,0.00074838166
4.726,544.05261,897.8075,766.79966,0,0.27833109,1.7050097,0.069977579,0.081241766,0.61544433,0.8613498,6.2994095,0.00074787501
4.728,543.30214,896.89356,766.05021,0,0.27819129,1.7048473,0.069898953,0.081190668,0.61484848,0.86092349,6.2997084,0.00074736913
4.73,542.55255,895.98089,765.30162,0,0.27805165,1.704685,0.069820482,0.081139645,0.61425331,0.86049775,6.3000072,0.00074686401
4.732,541.80382,895.06949,764.5539,0,0.27791216,1.7045228,0.069742165,0.081088697,0.61365881,0.86007259,6.3003057,0.00074635966
4.734,541.05595,894.15935,763.80704,0,0.27777284,1.7043608,0.069664003,0.081037824,0.613065,0.85964799,6.3006041,0.00074585607
4.736,540.30895,893.25046,763.06105,0,0.27763366,1.7041988,0.069585994,0.080987026,0.61247186,0.85922397,6.3009022,0.00074535324
4.738,539.56281,892.34284,762.31592,0,0.27749465,1.7040369,0.069508138,0.080936302,0.6118794,0.85880051,6.3012002,0.00074485117
4.74,538.81753,891.43648,761.57166,0,0.27735579,1.7038751,0.069430434,0.080885653,0.61128761,0.85837762,6.3014979,0.00074434985
4.742,538.07311,890.53136,760.82825,0,0.27721708,1.7037135,0.069352883,0.080835079,0.6106965,0.85795529,6.3017954,0.00074384929
4.744,537.32954,889.6275,760.08571,0,0.27707853,1.7035519,0.069275484,0.080784578,0.61010606,0.85753352,6.3020928,0.00074334948
4.746,536.58684,888.72489,759.34402,0,0.27694013,1.7033904,0.069198235,0.080734151,0.60951629,0.85711232,6.3023899,0.00074285042
4.748,535.84499,887.82352,758.6032,0,0.27680189,1.7032291,0.069121138,0.080683798,0.6089272,0.85669168,6.3026869,0.00074235211
4.75,535.104,886.92339,757.86323,0,0.2766638,1.7030678,0.069044191,0.080633518,0.60833878,0.85627159,6.3029836,0.00074185454
4.752,534.36386,886.02451,757.12411,0,0.27652587,1.7029066,0.068967394,0.080583312,0.60775102,0.85585207,6.3032801,0.00074135772
4.754,533.62458,885.12687,756.38586,0,0.27638809,1.7027456,0.068890746,0.080533178,0.60716394,0.85543309,6.3035765,0.00074086165
4.756,532.88615,884.23046,755.64845,0,0.27625046,1.7025846,0.068814247,0.080483118,0.60657753,0.85501468,6.3038726,0.00074036631
4.758,532.14857,883.33528,754.9119,0,0.27611298,1.7024237,0.068737897,0.08043313,0.60599178,0.85459682,6.3041686,0.00073987171
4.76,531.41184,882.44134,754.1762,0,0.27597566,1.702263,0.068661695,0.080383215,0.6054067,0.85417951,6.3044643,0.00073937785
4.762,530.67596,881.54862,753.44135,0,0.27583849,1.7021023,0.068585641,0.080333372,0.60482229,0.85376275,6.3047599,0.00073888473
4.764,529.94092,880.65713,752.70735,0,0.27570147,1.7019417,0.068509733,0.080283602,0.60423854,0.85334654,6.3050552,0.00073839233
4.766,529.20674,879.76687,751.9742,0,0.2755646,1.7017813,0.068433973,0.080233903,0.60365546,0.85293088,6.3053504,0.00073790067
4.768,528.4734,878.87783,751.24189,0,0.27542788,1.7016209,0.068358359,0.080184276,0.60307304,0.85251576,6.3056454,0.00073740974
4.77,527.7409,877.99,750.51043,0,0.27529132,1.7014606,0.068282891,0.080134721,0.60249128,0.85210119,6.3059401,0.00073691954
4.772,527.00925,877.1034,749.77982,0,0.2751549,1.7013005,0.068207569,0.080085237,0.60191019,0.85168716,6.3062347,0.00073643006
4.774,526.27844,876.218,749.05005,0,0.27501864,1.7011404,0.068132391,0.080035825,0.60132976,0.85127368,6.3065291,0.0007359413
4.776,525.54847,875.33382,748.32112,0,0.27488252,1.7009804,0.068057358,0.079986483,0.60074998,0.85086074,6.3068233,0.00073545327
4.778,524.81934,874.45085,747.59304,0,0.27474656,1.7008205,0.06798247,0.079937213,0.60017087,0.85044834,6.3071173,0.00073496596
4.78,524.09105,873.56909,746.86579,0,0.27461074,1.7006608,0.067907725,0.079888013,0.59959242,0.85003648,6.307411,0.00073447936
4.782,523.3636,872.68853,746.13939,0,0.27447508,1.7005011,0.067833124,0.079838884,0.59901462,0.84962515,6.3077046,0.00073399349
4.784,522.63699,871.80918,745.41382,0,0.27433956,1.7003415,0.067758665,0.079789825,0.59843748,0.84921436,6.307998,0.00073350832
4.786,521.91122,870.93102,744.68909,0,0.27420419,1.700182,0.067684349,0.079740836,0.597861,0.84880411,6.3082913,0.00073302387
4.788,521.18628,870.05407,743.9652,0,0.27406897,1.7000226,0.067610176,0.079691918,0.59728517,0.84839439,6.3085843,0.00073254014
4.79,520.46217,869.17831,743.24215,0,0.2739339,1.6998634,0.067536143,0.079643069,0.59671,0.8479852,6.3088771,0.00073205711
4.792,519.7389,868.30374,742.51992,0,0.27379897,1.6997042,0.067462253,0.07959429,0.59613548,0.84757654,6.3091697,0.00073157478
4.794,519.01645,867.43036,741.79854,0,0.2736642,1.6995451,0.067388503,0.07954558,0.59556162,0.84716841,6.3094622,0.00073109317
4.796,518.29484,866.55817,741.07798,0,0.27352957,1.6993861,0.067314893,0.07949694,0.59498841,0.84676081,6.3097544,0.00073061226
4.798,517.57406,865.68717,740.35826,0,0.27339508,1.6992272,0.067241423,0.079448368,0.59441584,0.84635374,6.3100465,0.00073013204
4.8,516.85411,864.81735,739.63936,0,0.27326075,1.6990684,0.067168094,0.079399866,0.59384393,0.84594719,6.3103383,0.00072965253
4.802,516.13499,863.94872,738.9213,0,0.27312656,1.6989097,0.067094903,0.079351432,0.59327267,0.84554117,6.31063,0.00072917372
4.804,515.41669,863.08126,738.20406,0,0.27299251,1.6987511,0.067021851,0.079303067,0.59270206,0.84513567,6.3109215,0.00072869561
4.806,514.69922,862.21498,737.48765,0,0.27285862,1.6985926,0.066948937,0.079254771,0.5921321,0.84473069,6.3112128,0.00072821819
4.808,513.98257,861.34988,736.77206,0,0.27272486,1.6984342,0.066876162,0.079206543,0.59156278,0.84432623,6.3115039,0.00072774146
4.81,513.26675,860.48595,736.0573,0,0.27259126,1.6982758,0.066803524,0.079158383,0.59099411,0.8439223,6.3117948,0.00072726543
4.812,512.55175,859.62319,735.34337,0,0.27245779,1.6981176,0.066731023,0.07911029,0.59042609,0.84351888,6.3120855,0.00072679008
4.814,511.83757,858.7616,734.63026,0,0.27232448,1.6979595,0.066658659,0.079062266,0.58985871,0.84311597,6.312376,0.00072631543
4.816,511.12421,857.90117,733.91797,0,0.2721913,1.6978015,0.066586431,0.079014309,0.58929198,0.84271359,6.3126663,0.00072584145
4.818,510.41167,857.04191,733.20649,0,0.27205828,1.6976435,0.06651434,0.078966419,0.58872588,0.84231171,6.3129565,0.00072536817
4.82,509.69995,856.18381,732.49584,0,0.27192539,1.6974857,0.066442384,0.078918597,0.58816044,0.84191035,6.3132464,0.00072489556
4.822,508.98905,855.32686,731.78601,0,0.27179265,1.697328,0.066370563,0.078870842,0.58759563,0.84150951,6.3135362,0.00072442364
4.824,508.27896,854.47108,731.077,0,0.27166005,1.6971703,0.066298877,0.078823153,0.58703146,0.84110917,6.3138258,0.0007239524
4.826,507.56969,853.61645,730.3688,0,0.2715276,1.6970128,0.066227325,0.078775532,0.58646794,0.84070934,6.3141152,0.00072348183
4.828,506.86123,852.76297,729.66142,0,0.27139529,1.6968553,0.066155908,0.078727977,0.58590505,0.84031002,6.3144044,0.00072301194
4.83,506.15359,851.91065,728.95485,0,0.27126312,1.6966979,0.066084624,0.078680488,0.58534281,0.83991121,6.3146934,0.00072254273
4.832,505.44675,851.05947,728.2491,0,0.27113109,1.6965407,0.066013473,0.078633065,0.5847812,0.8395129,6.3149822,0.00072207419
4.834,504.74073,850.20944,727.54415,0,0.2709992,1.6963835,0.065942455,0.078585709,0.58422023,0.8391151,6.3152709,0.00072160632
4.836,504.03552,849.36055,726.84002,0,0.27086746,1.6962264,0.06587157,0.078538419,0.58365989,0.8387178,6.3155593,0.00072113911
4.838,503.33112,848.5128,726.1367,0,0.27073586,1.6960694,0.065800816,0.078491194,0.58310019,0.838321,6.3158476,0.00072067258
4.84,502.62753,847.66619,725.43419,0,0.2706044,1.6959126,0.065730195,0.078444035,0.58254113,0.83792471,6.3161357,0.00072020671
